,terms,importance,period,topic
10890,colour,0.008622650095600886,2009,36
10891,propofol,0.008458232138659793,2009,36
10892,poly(n,0.008396894590343248,2009,36
10893,insensitive,0.008344159814900727,2009,36
10894,acrylate,0.007491795986164186,2009,36
10895,brown,0.007137160556097047,2009,36
10896,transfections,0.007043912612760119,2009,36
10897,peg20,0.0066134400502366525,2009,36
10898,white,0.006498944431151166,2009,36
10899,tolerant,0.00641969835747864,2009,36
10900,atazanavir,0.04752340103390813,2010,36
10901,pbca,0.022212143604609973,2010,36
10902,lumen,0.014766044358983457,2010,36
10903,ct,0.013966404967670102,2010,36
10904,home,0.013065852923214088,2010,36
10905,interferon,0.012831596457267922,2010,36
10906,migraine,0.011582549907120186,2010,36
10907,atcc,0.01073051402065135,2010,36
10908,99mtc,0.009721444316958703,2010,36
10909,serious,0.009331688453775343,2010,36
10910,colour,0.00862831672001019,2010,36
10911,propofol,0.008463757125044786,2010,36
10912,poly(n,0.00840236690561923,2010,36
10913,insensitive,0.00834958692021679,2010,36
10914,acrylate,0.007496502210689201,2010,36
10915,brown,0.007141572621907531,2010,36
10916,transfections,0.00704824792877768,2010,36
10917,peg20,0.006617424411864719,2010,36
10918,white,0.006502836405287683,2010,36
10919,tolerant,0.006423526630514743,2010,36
10920,atazanavir,0.047558424100377805,2011,36
10921,pbca,0.02222597464111656,2011,36
10922,lumen,0.014774333008289562,2011,36
10923,ct,0.013974127927901576,2011,36
10924,home,0.013072947067316468,2011,36
10925,interferon,0.012838528533890127,2011,36
10926,migraine,0.01158862899539896,2011,36
10927,atcc,0.010736022740189224,2011,36
10928,99mtc,0.009726290776288265,2011,36
10929,serious,0.009336283242679135,2011,36
10930,colour,0.008632463596606042,2011,36
10931,propofol,0.00846780042765997,2011,36
10932,poly(n,0.008406371691795292,2011,36
10933,insensitive,0.00835355864590489,2011,36
10934,acrylate,0.007499946765995921,2011,36
10935,brown,0.007144802053898928,2011,36
10936,transfections,0.007051421231369214,2011,36
10937,peg20,0.006620341045626238,2011,36
10938,white,0.006505685470308604,2011,36
10939,tolerant,0.006426329106535039,2011,36
10940,atazanavir,0.04758395101239577,2012,36
10941,pbca,0.022236056492623054,2012,36
10942,lumen,0.014780375356277695,2012,36
10943,ct,0.013979757971399342,2012,36
10944,home,0.013078118793104885,2012,36
10945,interferon,0.012843582134950751,2012,36
10946,migraine,0.011593060882044152,2012,36
10947,atcc,0.01074003889983044,2012,36
10948,99mtc,0.009729824226125805,2012,36
10949,serious,0.009339633252571387,2012,36
10950,colour,0.008635487125027127,2012,36
10951,propofol,0.008470748460848785,2012,36
10952,poly(n,0.00840929165023347,2012,36
10953,insensitive,0.00835645450642565,2012,36
10954,acrylate,0.007502458366416226,2012,36
10955,brown,0.007147156846482449,2012,36
10956,transfections,0.007053735109838945,2012,36
10957,peg20,0.006622467830472367,2012,36
10958,white,0.006507763001879375,2012,36
10959,tolerant,0.006428372677613408,2012,36
10960,atazanavir,0.04760251317412231,2013,36
10961,pbca,0.022243389229632444,2013,36
10962,lumen,0.014784770813475227,2013,36
10963,ct,0.013983853608692311,2013,36
10964,home,0.013081881145317716,2013,36
10965,interferon,0.012847258586804139,2013,36
10966,migraine,0.011596285215510975,2013,36
10967,atcc,0.010742960903730751,2013,36
10968,99mtc,0.009732395179253655,2013,36
10969,serious,0.009342070796002891,2013,36
10970,colour,0.008637687224851153,2013,36
10971,propofol,0.008472893653544459,2013,36
10972,poly(n,0.008411416424275174,2013,36
10973,insensitive,0.008358561754106864,2013,36
10974,acrylate,0.007504286137034879,2013,36
10975,brown,0.007148870565521021,2013,36
10976,transfections,0.007055419070322404,2013,36
10977,peg20,0.0066240157078866855,2013,36
10978,white,0.0065092750542046695,2013,36
10979,tolerant,0.0064298600281289045,2013,36
10980,atazanavir,0.047615880006499536,2014,36
10981,pbca,0.022248666547628696,2014,36
10982,lumen,0.014787932922954335,2014,36
10983,ct,0.013986799846406847,2014,36
10984,home,0.013084587426715465,2014,36
10985,interferon,0.012849903024186093,2014,36
10986,migraine,0.011598604164458428,2014,36
10987,atcc,0.010745062215078245,2014,36
10988,99mtc,0.009734243797764072,2014,36
10989,serious,0.009343823389345496,2014,36
10990,colour,0.008639268920466228,2014,36
10991,propofol,0.008474435831983,2014,36
10992,poly(n,0.008412943907388793,2014,36
10993,insensitive,0.008360076623557864,2014,36
10994,acrylate,0.007505599877915268,2014,36
10995,brown,0.007150102233997079,2014,36
10996,transfections,0.00705662932494142,2014,36
10997,peg20,0.006625128042525695,2014,36
10998,white,0.006510361611558491,2014,36
10999,tolerant,0.006430928812012338,2014,36
11000,atazanavir,0.04762535025274593,2015,36
11001,pbca,0.022252398975591742,2015,36
11002,lumen,0.014790166624786607,2015,36
11003,ct,0.013988880667861603,2015,36
11004,home,0.013086498333184302,2015,36
11005,interferon,0.012851770142480652,2015,36
11006,migraine,0.01160024085362201,2015,36
11007,atcc,0.010746544859734163,2015,36
11008,99mtc,0.009735547622968063,2015,36
11009,serious,0.009345059273671666,2015,36
11010,colour,0.008640383907443587,2015,36
11011,propofol,0.008475522867117231,2015,36
11012,poly(n,0.008414020548386325,2015,36
11013,insensitive,0.008361144342958782,2015,36
11014,acrylate,0.007506525361399142,2015,36
11015,brown,0.007150969689574049,2015,36
11016,transfections,0.007057481641559974,2015,36
11017,peg20,0.006625911140275431,2015,36
11018,white,0.006511126489747645,2015,36
11019,tolerant,0.006431681128356009,2015,36
11020,atazanavir,0.047631962954643704,2016,36
11021,pbca,0.022255003029294857,2016,36
11022,lumen,0.014791724137537527,2016,36
11023,ct,0.013990331451205953,2016,36
11024,home,0.013087830502198177,2016,36
11025,interferon,0.012853071745178397,2016,36
11026,migraine,0.011601381615477515,2016,36
11027,atcc,0.010747578108203763,2016,36
11028,99mtc,0.009736456079075253,2016,36
11029,serious,0.009345920319955767,2016,36
11030,colour,0.008641160596415743,2016,36
11031,propofol,0.00847628005361254,2016,36
11032,poly(n,0.008414770482837201,2016,36
11033,insensitive,0.008361888052817915,2016,36
11034,acrylate,0.007507169840521638,2016,36
11035,brown,0.007151573689837954,2016,36
11036,transfections,0.0070580750817015574,2016,36
11037,peg20,0.006626456299596495,2016,36
11038,white,0.006511658941482326,2016,36
11039,tolerant,0.006432204818774947,2016,36
11040,atazanavir,0.047636390222113835,2017,36
11041,pbca,0.02225674432481357,2017,36
11042,lumen,0.014792764721109611,2017,36
11043,ct,0.013991300598811318,2017,36
11044,home,0.013088720266324487,2017,36
11045,interferon,0.012853941053925047,2017,36
11046,migraine,0.011602143297474093,2017,36
11047,atcc,0.010748267858047668,2017,36
11048,99mtc,0.00973706234853414,2017,36
11049,serious,0.009346494878331554,2017,36
11050,colour,0.008641678736627368,2017,36
11051,propofol,0.0084767851517614,2017,36
11052,poly(n,0.008415270731384015,2017,36
11053,insensitive,0.008362384138896437,2017,36
11054,acrylate,0.007507599576817051,2017,36
11055,brown,0.007151976364531523,2017,36
11056,transfections,0.007058470697012713,2017,36
11057,peg20,0.00662681964198325,2017,36
11058,white,0.006512013790315681,2017,36
11059,tolerant,0.00643255381186816,2017,36
11060,atazanavir,0.047639077623760906,2018,36
11061,pbca,0.02225779839575256,2018,36
11062,lumen,0.01479339339071818,2018,36
11063,ct,0.013991885933324684,2018,36
11064,home,0.013089257454455478,2018,36
11065,interferon,0.012854465837616203,2018,36
11066,migraine,0.011602602828403178,2018,36
11067,atcc,0.01074868379168239,2018,36
11068,99mtc,0.009737427702380825,2018,36
11069,serious,0.009346841024142757,2018,36
11070,colour,0.008641990717064214,2018,36
11071,propofol,0.008477089235888533,2018,36
11072,poly(n,0.008415571879487695,2018,36
11073,insensitive,0.008362682767050858,2018,36
11074,acrylate,0.007507858046699304,2018,36
11075,brown,0.007152218461135417,2018,36
11076,transfections,0.007058708523036438,2018,36
11077,peg20,0.006627037947926461,2018,36
11078,white,0.006512226959981605,2018,36
11079,tolerant,0.00643276344066813,2018,36
11080,atazanavir,0.047640358698554985,2019,36
11081,pbca,0.022258300962228153,2019,36
11082,lumen,0.014793693172275173,2019,36
11083,ct,0.013992165056358159,2019,36
11084,home,0.01308951362502908,2019,36
11085,interferon,0.0128547160946562,2019,36
11086,migraine,0.01160282197723548,2019,36
11087,atcc,0.010748882155740908,2019,36
11088,99mtc,0.009737601952254803,2019,36
11089,serious,0.009347006116309321,2019,36
11090,colour,0.008642139520128362,2019,36
11091,propofol,0.008477234274158316,2019,36
11092,poly(n,0.00841571551791786,2019,36
11093,insensitive,0.008362825204015212,2019,36
11094,acrylate,0.007507981336613989,2019,36
11095,brown,0.007152333944250731,2019,36
11096,transfections,0.007058821969913874,2019,36
11097,peg20,0.006627142087400761,2019,36
11098,white,0.006512328650386002,2019,36
11099,tolerant,0.0064328634427152104,2019,36
11100,buccal,0.02724462675308898,2005,37
11101,rod,0.024168637630663042,2005,37
11102,cytosolic,0.021376635386683426,2005,37
11103,glycine,0.020848722810206156,2005,37
11104,cyclosporin,0.01759757767101221,2005,37
11105,predictability,0.013606562489379869,2005,37
11106,actin,0.013134271300415296,2005,37
11107,experience,0.013001948063378269,2005,37
11108,biomarker,0.011814953450770677,2005,37
11109,page,0.010903755474031728,2005,37
11110,dissipation,0.010573524481502448,2005,37
11111,glycofurol,0.009822816461381612,2005,37
11112,necessarily,0.00864579985759009,2005,37
11113,biologic,0.00853600175260063,2005,37
11114,theranostics,0.0077852061629300265,2005,37
11115,turbulent,0.007619427132373736,2005,37
11116,trypan,0.006834663481339203,2005,37
11117,advancement,0.006502124135722868,2005,37
11118,5.9,0.006274435916509106,2005,37
11119,supportive,0.005336325334230257,2005,37
11120,buccal,0.02733099932475266,2006,37
11121,rod,0.024243140971655544,2006,37
11122,cytosolic,0.021440612997660022,2006,37
11123,glycine,0.020910739220336875,2006,37
11124,cyclosporin,0.017647741872770486,2006,37
11125,predictability,0.013642791217033538,2006,37
11126,actin,0.013168903328583,2006,37
11127,experience,0.013036134948580342,2006,37
11128,biomarker,0.01184519252023526,2006,37
11129,page,0.010931022799007515,2006,37
11130,dissipation,0.010599728322032839,2006,37
11131,glycofurol,0.009846631158517962,2006,37
11132,necessarily,0.008665954528910343,2006,37
11133,biologic,0.008555820743427122,2006,37
11134,theranostics,0.007802758184920935,2006,37
11135,turbulent,0.007636485563575833,2006,37
11136,trypan,0.006849422174641399,2006,37
11137,advancement,0.006515927794648797,2006,37
11138,5.9,0.0062875928032226115,2006,37
11139,supportive,0.005346883753686148,2006,37
11140,buccal,0.02739420270294255,2007,37
11141,rod,0.02429765489614186,2007,37
11142,cytosolic,0.021487421653767377,2007,37
11143,glycine,0.020956112267227697,2007,37
11144,cyclosporin,0.01768443957787294,2007,37
11145,predictability,0.013669290115642215,2007,37
11146,actin,0.0131942337852428,2007,37
11147,experience,0.013061139660859422,2007,37
11148,biomarker,0.011867308419748436,2007,37
11149,page,0.010950964252296561,2007,37
11150,dissipation,0.010618891645167165,2007,37
11151,glycofurol,0.009864046453427922,2007,37
11152,necessarily,0.008680692125142908,2007,37
11153,biologic,0.008570312765355298,2007,37
11154,theranostics,0.007815591813837022,2007,37
11155,turbulent,0.007648958121767681,2007,37
11156,trypan,0.006860212504151181,2007,37
11157,advancement,0.0065260195663039,2007,37
11158,5.9,0.006297211508322489,2007,37
11159,supportive,0.005354601992899305,2007,37
11160,buccal,0.027440451291721284,2008,37
11161,rod,0.02433754379959555,2008,37
11162,cytosolic,0.02152167141699317,2008,37
11163,glycine,0.020989311399254303,2008,37
11164,cyclosporin,0.017711289978108283,2008,37
11165,predictability,0.013688677401065002,2008,37
11166,actin,0.013212766088774032,2008,37
11167,experience,0.01307943360973796,2008,37
11168,biomarker,0.01188348859164269,2008,37
11169,page,0.01096555339978994,2008,37
11170,dissipation,0.010632911450735328,2008,37
11171,glycofurol,0.009876787281879148,2008,37
11172,necessarily,0.008691473821901588,2008,37
11173,biologic,0.008580914791905135,2008,37
11174,theranostics,0.007824980522881197,2008,37
11175,turbulent,0.007658082667494928,2008,37
11176,trypan,0.006868106333594071,2008,37
11177,advancement,0.006533402342309149,2008,37
11178,5.9,0.006304248200339885,2008,37
11179,supportive,0.005360248382619301,2008,37
11180,buccal,0.027474272977298812,2009,37
11181,rod,0.024366714283880462,2009,37
11182,cytosolic,0.02154671777053551,2009,37
11183,glycine,0.021013589394487983,2009,37
11184,cyclosporin,0.01773092503220802,2009,37
11185,predictability,0.013702854738224673,2009,37
11186,actin,0.013226318199431424,2009,37
11187,experience,0.013092811418296383,2009,37
11188,biomarker,0.011895320665817777,2009,37
11189,page,0.010976222025431985,2009,37
11190,dissipation,0.010643163743946566,2009,37
11191,glycofurol,0.009886104326696118,2009,37
11192,necessarily,0.008699358274421079,2009,37
11193,biologic,0.00858866786374125,2009,37
11194,theranostics,0.0078318463824115,2009,37
11195,turbulent,0.007664755364402226,2009,37
11196,trypan,0.006873879106175891,2009,37
11197,advancement,0.006538801424933887,2009,37
11198,5.9,0.0063093942219711405,2009,37
11199,supportive,0.005364377803910566,2009,37
11200,buccal,0.027499022561086273,2010,37
11201,rod,0.024388061112069637,2010,37
11202,cytosolic,0.021565047392485978,2010,37
11203,glycine,0.02103135688080383,2010,37
11204,cyclosporin,0.01774529566250105,2010,37
11205,predictability,0.013713232251986316,2010,37
11206,actin,0.013236238253672213,2010,37
11207,experience,0.013102603940219436,2010,37
11208,biomarker,0.01190398219957164,2010,37
11209,page,0.010984032263712307,2010,37
11210,dissipation,0.010650669347018029,2010,37
11211,glycofurol,0.00989292558753183,2010,37
11212,necessarily,0.0087051312430531,2010,37
11213,biologic,0.008594344692951662,2010,37
11214,theranostics,0.007836873971459027,2010,37
11215,turbulent,0.007669641598840558,2010,37
11216,trypan,0.00687810676818932,2010,37
11217,advancement,0.006542755608541953,2010,37
11218,5.9,0.006313163203977481,2010,37
11219,supportive,0.005367402758840432,2010,37
11220,buccal,0.027517118285500915,2011,37
11221,rod,0.024403669727252816,2011,37
11222,cytosolic,0.021578450638249574,2011,37
11223,glycine,0.02104434923658646,2011,37
11224,cyclosporin,0.01775580504269839,2011,37
11225,predictability,0.01372082263340142,2011,37
11226,actin,0.013243494212127411,2011,37
11227,experience,0.013109766666223663,2011,37
11228,biomarker,0.011910318101772097,2011,37
11229,page,0.010989745794727387,2011,37
11230,dissipation,0.01065616015829105,2011,37
11231,glycofurol,0.009897916063606097,2011,37
11232,necessarily,0.008709355260944915,2011,37
11233,biologic,0.008598498416312255,2011,37
11234,theranostics,0.007840552976570239,2011,37
11235,turbulent,0.0076732172439263726,2011,37
11236,trypan,0.006881200842352477,2011,37
11237,advancement,0.006545649697369049,2011,37
11238,5.9,0.006315921858050977,2011,37
11239,supportive,0.005369617288182825,2011,37
11240,buccal,0.02753029872128452,2012,37
11241,rod,0.02441503858978815,2012,37
11242,cytosolic,0.0215882131546733,2012,37
11243,glycine,0.02105381247047007,2012,37
11244,cyclosporin,0.017763459745584236,2012,37
11245,predictability,0.013726351241215714,2012,37
11246,actin,0.013248779239877677,2012,37
11247,experience,0.013114983787320731,2012,37
11248,biomarker,0.011914932999977102,2012,37
11249,page,0.010993907386094123,2012,37
11250,dissipation,0.010660159531065971,2012,37
11251,glycofurol,0.009901551016371588,2012,37
11252,necessarily,0.008712431964236053,2012,37
11253,biologic,0.008601523920711281,2012,37
11254,theranostics,0.007843232721215392,2012,37
11255,turbulent,0.00767582170666596,2012,37
11256,trypan,0.006883454555002337,2012,37
11257,advancement,0.006547757751722508,2012,37
11258,5.9,0.006317931269234021,2012,37
11259,supportive,0.005371230389218425,2012,37
11260,buccal,0.027539881017738736,2013,37
11261,rod,0.024423304096292127,2013,37
11262,cytosolic,0.021595311027658846,2013,37
11263,glycine,0.021060692796352396,2013,37
11264,cyclosporin,0.01776902544031195,2013,37
11265,predictability,0.013730371413204611,2013,37
11266,actin,0.013252622341312638,2013,37
11267,experience,0.013118777523791127,2013,37
11268,biomarker,0.011918288944050314,2013,37
11269,page,0.010996933787928258,2013,37
11270,dissipation,0.01066306800280036,2013,37
11271,glycofurol,0.009904194558028155,2013,37
11272,necessarily,0.00871466965406192,2013,37
11273,biologic,0.008603724387876247,2013,37
11274,theranostics,0.007845181810489522,2013,37
11275,turbulent,0.007677716062860239,2013,37
11276,trypan,0.006885093896732945,2013,37
11277,advancement,0.006549291189454946,2013,37
11278,5.9,0.006319392985395859,2013,37
11279,supportive,0.005372403946957181,2013,37
11280,buccal,0.027546794286120144,2014,37
11281,rod,0.02442926713604869,2014,37
11282,cytosolic,0.021600431496973733,2014,37
11283,glycine,0.021065656285289565,2014,37
11284,cyclosporin,0.017773040322589265,2014,37
11285,predictability,0.01373327114131445,2014,37
11286,actin,0.01325539431131102,2014,37
11287,experience,0.013121513876711758,2014,37
11288,biomarker,0.011920709431997483,2014,37
11289,page,0.010999116518717137,2014,37
11290,dissipation,0.01066516565109829,2014,37
11291,glycofurol,0.009906101071328412,2014,37
11292,necessarily,0.008716283372500697,2014,37
11293,biologic,0.00860531125325896,2014,37
11294,theranostics,0.007846587330589168,2014,37
11295,turbulent,0.007679082098973678,2014,37
11296,trypan,0.006886275971451578,2014,37
11297,advancement,0.006550396869623076,2014,37
11298,5.9,0.006320446929508861,2014,37
11299,supportive,0.005373250036417581,2014,37
11300,buccal,0.02755168474506896,2015,37
11301,rod,0.024433484096487497,2015,37
11302,cytosolic,0.021604051391544053,2015,37
11303,glycine,0.0210691649549806,2015,37
11304,cyclosporin,0.01777587699871089,2015,37
11305,predictability,0.013735318173616905,2015,37
11306,actin,0.013257350907269571,2015,37
11307,experience,0.013123445261635301,2015,37
11308,biomarker,0.011922417262903367,2015,37
11309,page,0.011000656111252935,2015,37
11310,dissipation,0.010666645046887798,2015,37
11311,glycofurol,0.009907445254433276,2015,37
11312,necessarily,0.00871742047951903,2015,37
11313,biologic,0.008606429372348857,2015,37
11314,theranostics,0.007847577237683848,2015,37
11315,turbulent,0.007680044095203221,2015,37
11316,trypan,0.006887107951193289,2015,37
11317,advancement,0.0065511748697293344,2015,37
11318,5.9,0.006321188378268413,2015,37
11319,supportive,0.005373844682010412,2015,37
11320,buccal,0.02755508817914293,2016,37
11321,rod,0.024436418168879943,2016,37
11322,cytosolic,0.02160656943160768,2016,37
11323,glycine,0.021071605501728055,2016,37
11324,cyclosporin,0.017777849409638304,2016,37
11325,predictability,0.013736740654746686,2016,37
11326,actin,0.013258710420759741,2016,37
11327,experience,0.013124787222210891,2016,37
11328,biomarker,0.011923603589572854,2016,37
11329,page,0.011001725330995613,2016,37
11330,dissipation,0.010667672369092303,2016,37
11331,glycofurol,0.009908378475897152,2016,37
11332,necessarily,0.00871820961354798,2016,37
11333,biologic,0.008607205296024382,2016,37
11334,theranostics,0.007848263970289704,2016,37
11335,turbulent,0.0076807114137799355,2016,37
11336,trypan,0.006887684845933692,2016,37
11337,advancement,0.006551714229196176,2016,37
11338,5.9,0.006321702323813456,2016,37
11339,supportive,0.005374256578948795,2016,37
11340,buccal,0.027557385621849086,2017,37
11341,rod,0.02443839886945509,2017,37
11342,cytosolic,0.0216082693698569,2017,37
11343,glycine,0.021073253142017707,2017,37
11344,cyclosporin,0.01777918111048226,2017,37
11345,predictability,0.013737701191088384,2017,37
11346,actin,0.013259628456225764,2017,37
11347,experience,0.013125693410004458,2017,37
11348,biomarker,0.011924404727433351,2017,37
11349,page,0.011002447421433125,2017,37
11350,dissipation,0.010668366178022772,2017,37
11351,glycofurol,0.009909008764086345,2017,37
11352,necessarily,0.008718742634729364,2017,37
11353,biologic,0.008607729399224457,2017,37
11354,theranostics,0.007848727861503623,2017,37
11355,turbulent,0.0076811621984536685,2017,37
11356,trypan,0.006888074583122819,2017,37
11357,advancement,0.006552078624403135,2017,37
11358,5.9,0.006322049560429408,2017,37
11359,supportive,0.005374534912589927,2017,37
11360,buccal,0.027558818067970944,2018,37
11361,rod,0.024439634257929915,2018,37
11362,cytosolic,0.021609330043904258,2018,37
11363,glycine,0.021074281266841174,2018,37
11364,cyclosporin,0.01778001256173878,2018,37
11365,predictability,0.013738301482742923,2018,37
11366,actin,0.013260202268874623,2018,37
11367,experience,0.013126259840865432,2018,37
11368,biomarker,0.01192490569742439,2018,37
11369,page,0.0110028991223988,2018,37
11370,dissipation,0.010668800248899489,2018,37
11371,glycofurol,0.00990940323180006,2018,37
11372,necessarily,0.008719076442194523,2018,37
11373,biologic,0.008608057643830576,2018,37
11374,theranostics,0.007849018541090902,2018,37
11375,turbulent,0.007681444699654619,2018,37
11376,trypan,0.006888318983170572,2018,37
11377,advancement,0.006552307203652152,2018,37
11378,5.9,0.006322267426105151,2018,37
11379,supportive,0.005374709741209798,2018,37
11380,buccal,0.027559460078108368,2019,37
11381,rod,0.024440186969287188,2019,37
11382,cytosolic,0.021609803675986968,2019,37
11383,glycine,0.021074740177805855,2019,37
11384,cyclosporin,0.017780382612041082,2019,37
11385,predictability,0.013738567338457073,2019,37
11386,actin,0.013260456211292113,2019,37
11387,experience,0.01312651046306689,2019,37
11388,biomarker,0.011925126896093824,2019,37
11389,page,0.011003098201444642,2019,37
11390,dissipation,0.010668991418894712,2019,37
11391,glycofurol,0.00990957664834949,2019,37
11392,necessarily,0.008719222705326908,2019,37
11393,biologic,0.008608201419563824,2019,37
11394,theranostics,0.007849145533473042,2019,37
11395,turbulent,0.007681568041468448,2019,37
11396,trypan,0.0068884253359816515,2019,37
11397,advancement,0.0065524065118290455,2019,37
11398,5.9,0.006322361967417001,2019,37
11399,supportive,0.005374785167946324,2019,37
11400,nucleophilic,0.015067376941750745,2005,38
11401,tungsten,0.014662632507809721,2005,38
11402,mrp3,0.01420647386316179,2005,38
11403,nanodispersions,0.012034972722850094,2005,38
11404,integral,0.011274751597732637,2005,38
11405,microcrystalline,0.010601485348214873,2005,38
11406,manuscript,0.009453724120503807,2005,38
11407,syrinx,0.009213537673081501,2005,38
11408,npc1l1,0.008847729826625234,2005,38
11409,700,0.008377746889238324,2005,38
11410,analytes,0.008217089641370906,2005,38
11411,homeostasis,0.008143940188439521,2005,38
11412,aerolizer,0.00802984801055366,2005,38
11413,wt.%,0.007174234368886579,2005,38
11414,lipoprotein,0.007025650417338149,2005,38
11415,sedative,0.006902232645148588,2005,38
11416,ezetimibe,0.006718959189435327,2005,38
11417,compressibility,0.006413362340487229,2005,38
11418,incident,0.006380896696473767,2005,38
11419,s.c,0.0063168602233462995,2005,38
11420,nucleophilic,0.01511053668783219,2006,38
11421,tungsten,0.014704340967458216,2006,38
11422,mrp3,0.01424655649218655,2006,38
11423,nanodispersions,0.012067469102316212,2006,38
11424,integral,0.01130465745732047,2006,38
11425,microcrystalline,0.010629128244486483,2006,38
11426,manuscript,0.009477582489807672,2006,38
11427,syrinx,0.009236616581285264,2006,38
11428,npc1l1,0.00886963044374904,2006,38
11429,700,0.008398149966360175,2006,38
11430,analytes,0.008236985174703478,2006,38
11431,homeostasis,0.008163605388564652,2006,38
11432,aerolizer,0.008049154917763543,2006,38
11433,wt.%,0.00719089333672796,2006,38
11434,lipoprotein,0.007041856919304191,2006,38
11435,sedative,0.006918065062073198,2006,38
11436,ezetimibe,0.006734239082364966,2006,38
11437,compressibility,0.0064277291160040415,2006,38
11438,incident,0.006395167082303204,2006,38
11439,s.c,0.006330940841155074,2006,38
11440,nucleophilic,0.01514211313188989,2007,38
11441,tungsten,0.014734855118410415,2007,38
11442,mrp3,0.014275880612015237,2007,38
11443,nanodispersions,0.012091240789453436,2007,38
11444,integral,0.011326533267546663,2007,38
11445,microcrystalline,0.010649347968420292,2007,38
11446,manuscript,0.009495032769344353,2007,38
11447,syrinx,0.009253496492401307,2007,38
11448,npc1l1,0.008885648162139548,2007,38
11449,700,0.008413071921088465,2007,38
11450,analytes,0.008251535763955773,2007,38
11451,homeostasis,0.008177987446512493,2007,38
11452,aerolizer,0.008063274820186712,2007,38
11453,wt.%,0.007203075874457229,2007,38
11454,lipoprotein,0.007053708424986514,2007,38
11455,sedative,0.006929642883943173,2007,38
11456,ezetimibe,0.006745412678794057,2007,38
11457,compressibility,0.006438234693415496,2007,38
11458,incident,0.006405602144076338,2007,38
11459,s.c,0.00634123707534465,2007,38
11460,nucleophilic,0.015165205115062115,2008,38
11461,tungsten,0.014757170030883811,2008,38
11462,mrp3,0.01429732502346239,2008,38
11463,nanodispersions,0.012108623786242284,2008,38
11464,integral,0.01134252956125107,2008,38
11465,microcrystalline,0.010664132980190791,2008,38
11466,manuscript,0.009507792245835277,2008,38
11467,syrinx,0.009265838820764885,2008,38
11468,npc1l1,0.008897359920216778,2008,38
11469,700,0.008423982300245709,2008,38
11470,analytes,0.008262174551608081,2008,38
11471,homeostasis,0.008188502982493302,2008,38
11472,aerolizer,0.008073598635342844,2008,38
11473,wt.%,0.0072119828812446975,2008,38
11474,lipoprotein,0.007062373352132926,2008,38
11475,sedative,0.006938107671002849,2008,38
11476,ezetimibe,0.0067535818655506,2008,38
11477,compressibility,0.0064459153808879895,2008,38
11478,incident,0.006413231266409317,2008,38
11479,s.c,0.006348764679162391,2008,38
11480,nucleophilic,0.01518208100837543,2009,38
11481,tungsten,0.014773477935740555,2009,38
11482,mrp3,0.014312996653444234,2009,38
11483,nanodispersions,0.012121326885872048,2009,38
11484,integral,0.011354219137278874,2009,38
11485,microcrystalline,0.010674937260653286,2009,38
11486,manuscript,0.009517116147413135,2009,38
11487,syrinx,0.00927485785194685,2009,38
11488,npc1l1,0.008905918106550713,2009,38
11489,700,0.008431954815425372,2009,38
11490,analytes,0.008269948581669828,2009,38
11491,homeostasis,0.008196186937816409,2009,38
11492,aerolizer,0.008081142477739072,2009,38
11493,wt.%,0.007218491311641338,2009,38
11494,lipoprotein,0.007068704872314152,2009,38
11495,sedative,0.006944292930825829,2009,38
11496,ezetimibe,0.006759551104847447,2009,38
11497,compressibility,0.006451527635037547,2009,38
11498,incident,0.006418805838065658,2009,38
11499,s.c,0.0063542650638060945,2009,38
11500,nucleophilic,0.015194394180653669,2010,38
11501,tungsten,0.014785376574172835,2010,38
11502,mrp3,0.014324430925052676,2010,38
11503,nanodispersions,0.012130594728360637,2010,38
11504,integral,0.011362747340022348,2010,38
11505,microcrystalline,0.010682819414148588,2010,38
11506,manuscript,0.009523918017516732,2010,38
11507,syrinx,0.009281437252935384,2010,38
11508,npc1l1,0.008912161224943017,2010,38
11509,700,0.00843777057119227,2010,38
11510,analytes,0.008275619505223387,2010,38
11511,homeostasis,0.00820179213522933,2010,38
11512,aerolizer,0.008086645437322433,2010,38
11513,wt.%,0.00722323876620176,2010,38
11514,lipoprotein,0.007073323244524557,2010,38
11515,sedative,0.00694880458503975,2010,38
11516,ezetimibe,0.006763905142200388,2010,38
11517,compressibility,0.00645562120567517,2010,38
11518,incident,0.00642287191471538,2010,38
11519,s.c,0.006358277012100669,2010,38
11520,nucleophilic,0.015203359842339111,2011,38
11521,tungsten,0.014794040270488302,2011,38
11522,mrp3,0.014332756359554373,2011,38
11523,nanodispersions,0.012137342121235208,2011,38
11524,integral,0.011368956002021306,2011,38
11525,microcrystalline,0.010688557527074701,2011,38
11526,manuscript,0.009528869338858768,2011,38
11527,syrinx,0.009286226551043391,2011,38
11528,npc1l1,0.00891670561380959,2011,38
11529,700,0.008442003725751358,2011,38
11530,analytes,0.008279747185090844,2011,38
11531,homeostasis,0.008205871950079187,2011,38
11532,aerolizer,0.008090650797961863,2011,38
11533,wt.%,0.007226693950888799,2011,38
11534,lipoprotein,0.007076684431731632,2011,38
11535,sedative,0.006952088061208867,2011,38
11536,ezetimibe,0.0067670738445769225,2011,38
11537,compressibility,0.006458600244437945,2011,38
11538,incident,0.0064258309335004805,2011,38
11539,s.c,0.0063611966170281555,2011,38
11540,nucleophilic,0.01520987446337184,2012,38
11541,tungsten,0.014800335371993996,2012,38
